listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,diversegroup,diversegroup_1,diversegroup_2,diversegroup_3,diversegroup_4,diversegroup_5,diversegroup_6,diversegroup_888,diversegroup_other_desc,listing_desc,location_x,location_y,location_desc,facilities,facilities_1,facilities_2,facilities_3,facilities_4,facilities_5,facilities_6,facilities_7,facilities_8,facilities_888,facilities_other_desc,services,services_1,services_2,services_3,services_4,services_5,services_888,services_other_desc,nearbylodging_type,nearbylodging_type_1,nearbylodging_type_2,nearbylodging_type_3,nearbylodging_type_4,nearbylodging_type_5,nearbylodging_type_6,nearbylodging_type_888,nearbylodging_type_other_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_888,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc,qualify_csa,webscripting,bulktable_id,bulktable_row_id
2828,"2024-02-12 12:00:00","Cournoyer Orchard","11279 Eagle Road, , WI 54412",,,,,,,,,,,,,,,,,,,,,,-90.2791926930835,44.6549558867092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,"2024-02-12 12:00:00","Couturier Blueberry Farm Inc","687 N. Jebavy Drive, Ludington, MI 49431",,,,,,,,,,,,,,,,,,,,,,-86.4192423064238,43.9685466440379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,"2024-02-12 12:00:00","Covenant Acreage","001 Smith Road, Fredericktown, OH 43019",,,,,,,,,,,,,,,,,,,,,,-82.4680823941487,40.4891449955146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,"2024-02-12 12:00:00","Covered Bridge Berry Patch","128 River Road, Underhill, VT 05489",,,,,,,,,,,,,,,,,,,,,,-72.9263889942907,44.5125149863365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,"2024-02-12 12:00:00","Covered Bridge Farms","517 Lafevre Road, Geneva, OH 44041",,,,,,,,,,,,,,,,,,,,,,-80.9585837641339,41.7676669071655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,"2024-02-12 12:00:00","Cove Vineyard","451 Smalley Lane, Kingston, TN 37763",,,,,,,,,,,,,,,,,,,,,,-84.5432675569923,35.8108873047804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,"2024-02-12 12:00:00","Cowart Ranch and Farms","185 West Highway 100, Bunnell, FL 32110",,,,,,,,,,,,,,,,,,,,,,-81.2572366976622,29.466147932107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,"2024-02-12 12:00:00","Cowen Farms","17 Skyler Lane, Bradford, TN 38316",,,,,,,,,,,,,,,,,,,,,,-88.8295449637014,36.0519549837578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,"2024-02-12 12:00:00","Cowiche Creek Blueberry Farm","500 Dahl Rd, Yakima, WA 98908",,,,,,,,,,,,,,,,,,,,,,-120.63047697797,46.6353929818773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,"2024-02-12 12:00:00","Cowlitz Falls Lavender Farm","136 Falls Road PO Box 484, Randle, WA 98377",,,,,,,,,,,,,,,,,,,,,,-122.037097961659,46.5117140191196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,"2024-02-12 12:00:00","Cox Berry Farm","1081 Hwy 818, Clarksville, Arkansas, 72830",,,,,,,,,,,,,,,,,,,,,,-93.4051996718185,35.52408681974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,"2024-02-12 12:00:00","Cox Farms","15621 Braddock Road, Centreville, Virginia, 20120",,,,,,,,,,,,,,,,,,,,,,-77.4896043713622,38.8799354801327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,"2024-02-12 12:00:00",Cozzolino's,"599 San Mateo Rd, Half Moon Bay, CA 94019",,,,,,,,,,,,,,,,,,,,,,-122.420082824354,37.4728519205541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,"2024-02-12 12:00:00","Crab Orchard Corn Maze and Pisgah Pumpkin Patch","3663 Crab Orchard Road, Tazewell, VA 24651",,,,,,,,,,,,,,,,,,,,,,-81.5743620235354,37.1194840209184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,"2024-02-12 12:00:00","Craft's Blueberry Farm","060 Eastaboga Road, Talladega, AL 35160",,,,,,,,,,,,,,,,,,,,,,-86.0530509433764,33.4531169601274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,"2024-02-12 12:00:00","Hughes Farm and Apiary","South Erie Street, Mercer, PA 16137",,,,,,,,,,,,,,,,,,,,,,-80.23995,41.2267150000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,"2024-02-12 12:00:00","Crast Family Farm","568 County Route 22, Lacona, NY 13083",,,,,,,,,,,,,,,,,,,,,,-76.0297040085028,43.6059474839598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,"2024-02-12 12:00:00","Crawford Berries 'n Cream","660 Whitney Rd, Rainier, OR 97048",,,,,,,,,,,,,,,,,,,,,,-122.964473437335,45.9892749225992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,"2024-02-12 12:00:00","Crawford Farms","3999 Hodgenville Road, Elizabethtown, KY 42701",,,,,,,,,,,,,,,,,,,,,,-85.8032201275819,37.6263367257219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,"2024-02-12 12:00:00","Chattahoochee Ridge Cattle Company","860 County Road 71, Shorterville, AL 36373",,,,,,,,,,,,,,,,,,,,,,-85.1081960744033,31.4703843120138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,"2024-02-12 12:00:00","Creation Kingdom Zoo","1692 Snowflake Rd, Gate City, VA 24251",,,,,,,,,,,,,,,,,,,,,,-82.4823030189063,36.707362018855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,"2024-02-12 12:00:00","Creek Bed Country Farmacy","N2767 Mountford Rd., Poynette, WI, 53955",,,,,,,,,,,,,,,,,,,,,,-89.306036964667,43.3773519952676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,"2024-02-12 12:00:00","Creekside Berry Farm","881 SE 110 Road, Red Oak, OK 74563",,,,,,,,,,,,,,,,,,,,,,-95.0332867213724,34.8984000016462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,"2024-02-12 12:00:00","Creekside Country Corn Maze","4265 Se Cr 18, Lake City , FL 32025",,,,,,,,,,,,,,,,,,,,,,-82.5368993563285,29.9513310684975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,"2024-02-12 12:00:00","Crescent Farm","140 Willow Avenue, Haverhill, MA 01835",,,,,,,,,,,,,,,,,,,,,,-71.0916913073006,42.7452591819434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,"2024-02-12 12:00:00","Gem Orchard","571 W. Southslope Road, Emmett, ID 83617",,,,,,,,,,,,,,,,,,,,,,-116.505748512216,43.8362268640799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,"2024-02-12 12:00:00","Crisafulli Blueberries","Maple Avenue, Allegany, NY  14706",,,,,,,,,,,,,,,,,,,,,,-78.4735793860802,42.0929739821218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,"2024-02-12 12:00:00","Crismor Farms","1748 E 4100 N, Buhl, ID 83316",,,,,,,,,,,,,,,,,,,,,,-114.701209028578,42.5971170061254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,"2024-02-12 12:00:00","Critter Creek Farm & Wildlife Center","332 Cabin Creek Drive, Vance, AL 35490",,,,,,,,,,,,,,,,,,,,,,-87.1974170773771,33.2871735663379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,"2024-02-12 12:00:00","Critzer Family Farm","9388 Critzer Shop Road Afton, VA 22920",,,,,,,,,,,,,,,,,,,,,,-78.8227107055918,38.0175694020395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,"2024-02-12 12:00:00","Crooked Row Farm","623 E Lakeland, Chillicothe, IL 61523",,,,,,,,,,,,,,,,,,,,,,-89.5198448960825,40.869291787041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,"2024-02-12 12:00:00","Crooked Run Orchard","883 E. Main Street, Purcellville, VA 20132",,,,,,,,,,,,,,,,,,,,,,-77.7008745143319,39.1363860171651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,"2024-02-12 12:00:00","Crooked Sky Farms","2134 S. 16th Avenue, Phoenix, AZ 85007",,,,,,,,,,,,,,,,,,,,,,-112.093471219853,33.4386702907704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,"2024-02-12 12:00:00","Cross Farms Saskatoons","966 East Sugar Bush Road, Northport, MI 49670",,,,,,,,,,,,,,,,,,,,,,-85.602656270714,45.1593573775915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,"2024-02-12 12:00:00","Cross G Farm","001 84th Street, Lexington, OK 73051",,,,,,,,,,,,,,,,,,,,,,-97.3177982525812,35.137585902246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,"2024-02-12 12:00:00","Cross the Creek Farm","035 Pine Rd, Newville, PA 17241",,,,,,,,,,,,,,,,,,,,,,-77.4991040013261,40.2266940009904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,"2024-02-12 12:00:00","Cross Timbers Christmas Tree Farm","161 Harrison Avenue, Harrah, OK 73045",,,,,,,,,,,,,,,,,,,,,,-97.167940026693,35.4902274013236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,"2024-02-12 12:00:00","Crossway Farms","211 Cisco Rd, Sidney, OH 45365",,,,,,,,,,,,,,,,,,,,,,-84.240771812861,40.3157162046584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,"2024-02-12 12:00:00","Crow Farm","192 Route 6A, Sandwich, MA 02563",,,,,,,,,,,,,,,,,,,,,,-70.4857268140119,41.7486904569663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,"2024-02-12 12:00:00","Crow Haven Corn Maze and Pumpkin Patch","2869 US Highway 36, Bird City, KS 67731",,,,,,,,,,,,,,,,,,,,,,-101.530412007836,39.7558640175293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,"2024-02-12 12:00:00","Crow River Winery","14848 Highway 7 East, Hutchinson, MN 55350",,,,,,,,,,,,,,,,,,,,,,-94.293398016269,44.8941250168225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,"2024-02-12 12:00:00","Crystal Spring Tree Farm","370 Mahoning Dr. East, Lehighton, PA 18235",,,,,,,,,,,,,,,,,,,,,,-75.7340973780136,40.8258621591753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,"2024-02-12 12:00:00","C and S Farm","082 Oakleigh Ave, Appomattox, VA 24522",,,,,,,,,,,,,,,,,,,,,,-78.8265028952716,37.3546281596964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,"2024-02-12 12:00:00","Christ the King Pumpkin Patch","3947 West Kimber Drive, Newbury Park, CA 91320",,,,,,,,,,,,,,,,,,,,,,-118.958650985248,34.1732460186692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,"2024-02-12 12:00:00","Cuffs Strawberry Farm","Ledge Hill Road, , WI",,,,,,,,,,,,,,,,,,,,,,-88.7214009783796,44.3229579945667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,"2024-02-12 12:00:00","Cukabury Farms","107 Pleasant View Church Road, Fairmont , NC 28340",,,,,,,,,,,,,,,,,,,,,,-79.1326908297523,34.4984051466446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,"2024-02-12 12:00:00","Cumworth Farm and B&B","472 West Cummington Road, Cummington, MA 01026",,,,,,,,,,,,,,,,,,,,,,-72.9389843125544,42.4447765445545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,"2024-02-12 12:00:00","Curran's Orchard","385 Kilburn Ave. (Route 70), Rockford, IL 61101",,,,,,,,,,,,,,,,,,,,,,-89.1008396466329,42.2761835019702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,"2024-02-12 12:00:00","Currier Orchards","9 Peaslee Road, Merrimack, NH 03054",,,,,,,,,,,,,,,,,,,,,,-71.5356939619108,42.8239960143454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"2024-02-12 12:00:00","Curry Farm","548 Robinson Drive, Rayville, LA 71269",,,,,,,,,,,,,,,,,,,,,,-91.8474290016328,32.4588350124931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,"2024-02-12 12:00:00","C Watts Farm","351 Oak Grove Road, Munford, AL 36268",,,,,,,,,,,,,,,,,,,,,,-85.9980059722429,33.5147549880271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,"2024-02-12 12:00:00","Custom Kut Meat Inc.","299 66th Avenue Northeast, , ND 58421",,,,,,,,,,,,,,,,,,,,,,-99.1386414109347,47.4571494501716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,"2024-02-12 12:00:00","Cypress Springs Tree and Berry Farm","506 CR 4345 SE, Scroggins,  TX",,,,,,,,,,,,,,,,,,,,,,-95.1837599999999,32.97141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,"2024-02-12 12:00:00","Cypress Lake Ranch","661 FM 1553, Bonham, TX 75418",,,,,,,,,,,,,,,,,,,,,,-96.1719010379966,33.4559690130204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,"2024-02-12 12:00:00","Dad Bod Honey","055 Peabody St, Orlando, FL 32833",,,,,,,,,,,,,,,,,,,,,,-81.07850003914,28.4832114234319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,"2024-02-12 12:00:00","Autumn at the Dallas Arboretum","525 Garland Road, Dallas, TX 75218",,,,,,,,,,,,,,,,,,,,,,-96.6887510029586,32.8446021146517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,"2024-02-12 12:00:00","Dalrymple Farms","768 Ball Diamond Road, Hector, NY 14841",,,,,,,,,,,,,,,,,,,,,,-76.8537257260934,42.5132295732629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,"2024-02-12 12:00:00","Cramer's Western Town","956 Van Dyk Rd, Lynden, WA 98264",,,,,,,,,,,,,,,,,,,,,,-122.439079034347,48.9139579976508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,"2024-02-12 12:00:00","Daniel and Anna's Orchard","116 Freetown Road, New Iberia, LA 70560",,,,,,,,,,,,,,,,,,,,,,-91.9061225126899,30.0353932948692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,"2024-02-12 12:00:00","Daniken Tree Farm and Pumpkin Patch","781 Illinois Route 140, Pocahontas, IL 62275",,,,,,,,,,,,,,,,,,,,,,-89.5849194991573,38.8888188462318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,"2024-02-12 12:00:00","Dansby Farm","481 Colonial Turnpike, Rocky Mount , VA 24151",,,,,,,,,,,,,,,,,,,,,,-79.8134033413842,36.9219191943073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,"2024-02-12 12:00:00","Dargan Farms","306 South Charleston Road, Darlington, SC 29532",,,,,,,,,,,,,,,,,,,,,,-79.7558425326815,34.3385604793213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,"2024-02-12 12:00:00","Dark Water Ranch LLC","1169 county road 1465, Ninnekah, Oklahoma, 73067",,,,,,,,,,,,,,,,,,,,,,-97.9069943578838,34.8912027074562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,"2024-02-12 12:00:00","Fall Festival At BamaJam Farms","951 County Rd 156, Enterprise, AL 36330",,,,,,,,,,,,,,,,,,,,,,-85.8680436479253,31.4142795181691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,"2024-02-12 12:00:00","Dash Apiary","776 73rd St SE, Milnor, ND 58060",,,,,,,,,,,,,,,,,,,,,,-97.4689502483507,46.3550109732194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,"2024-02-12 12:00:00","Date Creek Ranch","28 South Tegner Street, Wickenburg, AZ 85358",,,,,,,,,,,,,,,,,,,,,,-112.72961,33.96856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,"2024-02-12 12:00:00","Heikes Farms","10099 Southwest Heikes Drive, , OR 97123",,,,,,,,,,,,,,,,,,,,,,-122.9634471157,45.4504987885157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,"2024-02-12 12:00:00","Dave's Blueberries","629 Fox Hill Rd, Russell, PA 16345",,,,,,,,,,,,,,,,,,,,,,-79.1154660367551,41.937581846739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,"2024-02-12 12:00:00","Dave's Pumpkin Patch","106 East Lumsden, Brandon, FL 33511",,,,,,,,,,,,,,,,,,,,,,-82.2847839734912,27.9239650107566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,"2024-02-12 12:00:00","Dave's Pumpkin Patch","3010 Burrows Ave, West Sacramento, CA 95619",,,,,,,,,,,,,,,,,,,,,,-121.55839095896,38.5106030099609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,"2024-02-12 12:00:00","Farmer Dave's Main Farm","437 Parker Rd., Dracut, MA 01826",,,,,,,,,,,,,,,,,,,,,,-71.2618084863116,42.6793212642331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,"2024-02-12 12:00:00","Davis Family Farm","327 West Williams Street, Owosso, MI 48867",,,,,,,,,,,,,,,,,,,,,,-84.173755,43.0007400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
